user_id,item_id,timestamp,evaluation
1,200502005,1108503300,False
1,200504028,1113243060,False
1,200504029,1113243060,False
1,200504034,1113246480,False
1,200504035,1113246600,False
1,200504065,1114072620,False
1,200504069,1114072740,False
1,200504072,1114072860,False
1,200504071,1114072860,False
1,200504076,1114072980,False
1,200504078,1114073040,False
1,200505003,1114073100,False
1,200506008,1116700440,False
1,200512044,1134289560,False
1,200512042,1134289740,False
1,200601027,1134838980,False
1,200601005,1135016940,False
1,200601002,1135101300,False
1,200601003,1135101300,False
1,200601001,1135101300,False
1,200601012,1135101420,False
1,200601017,1135101600,False
1,200601045,1135368300,False
1,200601035,1135368420,False
1,200601041,1135541820,False
1,200601043,1135542300,False
6,200501002,1105646820,False
6,200503002,1108473360,False
6,200504034,1113489720,False
6,200504076,1114107060,False
6,200505003,1114107120,False
6,200505008,1114257720,False
6,200505022,1114709340,False
6,200508028,1122396660,False
6,200508036,1122397680,False
6,200507105,1122397920,False
11,200505006,1114075320,False
11,200507014,1118967060,False
11,200508010,1121611740,False
11,200508080,1123654620,False
11,200508079,1123655640,False
11,200508088,1123812240,False
11,200508089,1123812240,False
11,200509033,1125068700,False
11,200509034,1125068700,False
11,200510072,1129273080,False
11,200510065,1129708560,False
11,200511022,1130294640,False
11,200511021,1130294880,False
11,200511002,1130404800,False
11,200511018,1130434800,False
11,200511036,1130640780,False
11,200512044,1134428520,False
11,200512069,1134971160,False
12,200501002,1105521180,False
12,200503002,1108835460,False
12,200504029,1113136440,False
12,200504028,1113136440,False
12,200504027,1113155220,False
12,200504046,1113660780,False
12,200504053,1113661380,False
12,200504065,1113823860,False
12,200504069,1113849780,False
12,200504072,1113891300,False
12,200504076,1113928260,False
12,200505003,1114061280,False
12,200504071,1114074780,False
12,200505006,1114109340,False
12,200505008,1114109460,False
12,200505053,1115705220,False
12,200505058,1115847600,False
12,200505060,1115878320,False
12,200505072,1116003240,False
12,200505066,1116024180,False
12,200505080,1116188220,False
12,200505089,1116196320,False
12,200506006,1116398040,False
12,200510028,1126906620,False
12,200510012,1127828640,False
12,200510063,1129022760,False
12,200510072,1129377600,False
13,200504027,1113862560,False
13,200504035,1113862680,False
13,200504069,1113862860,False
13,200504025,1113886020,False
13,200504034,1113886320,False
13,200504071,1114126260,False
13,200504074,1114126320,False
13,200504078,1114126380,False
13,200505013,1114266120,False
13,200505022,1114491600,False
13,200505020,1114618620,False
13,200505032,1114774740,False
13,200505053,1115726040,False
13,200505055,1115726220,False
13,200505072,1115969760,False
14,200501002,1105738260,False
14,200512049,1134509640,False
14,200603031,1140866700,False
14,200603065,1142013540,False
14,200603097,1142587560,False
18,200505060,1115929440,False
18,200505058,1115929500,False
18,200505055,1115929560,False
18,200505052,1115929620,False
18,200505053,1115929620,False
18,200505043,1115929740,False
18,200505071,1115930340,False
18,200505072,1115966580,False
18,200505090,1116255240,False
18,200505088,1116255900,False
18,200505083,1116255960,False
18,200506006,1116355920,False
18,200506019,1117090680,False
18,200509016,1124712720,False
18,200509020,1124712840,False
18,200508085,1124713200,False
18,200508086,1124713260,False
18,200508076,1124713440,False
18,200509017,1124718000,False
18,200509023,1124940600,False
18,200509032,1124973000,False
18,200509027,1125025380,False
